DataId; RankerBuildTimes; Best1Loss; Best6Loss; Best12Loss; Best20Loss; RankerPredictTimes; Best2Loss; Best16Loss; Best13Loss; Best18Loss; KendallRankCorrelation; Best21Loss; Best9Loss; Best17Loss; KendallRankCorrelationWithTies; Best5Loss; Best19Loss; Best8Loss; Best22Loss; MaxDiff; Best4Loss; Best10Loss; Best14Loss; Best7Loss; Best11Loss; Best15Loss; Best3Loss
1520.0; 1226.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.29004329004329005; 0.0; 0.0; 0.0; 0.2976108109039136; 0.0; 0.0; 0.0; 0.0; 74.285714; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
736.0; 1226.0; 7.333332999999996; 2.0; 0.6666670000000039; 0.0; 0.0; 4.666667000000004; 0.0; 0.0; 0.0; 0.047619047619047616; 0.0; 0.6666670000000039; 0.0; 0.05806407280892422; 2.0; 0.0; 0.6666670000000039; 0.0; 18.666666999999997; 2.0; 0.6666670000000039; 0.0; 1.333332999999996; 0.6666670000000039; 0.0; 4.0
957.0; 1226.0; 0.6611570000000029; 0.16528900000000135; 0.16528900000000135; 0.0; 0.0; 0.6611570000000029; 0.16528900000000135; 0.16528900000000135; 0.0; 0.16017316017316016; 0.0; 0.16528900000000135; 0.16528900000000135; 0.17506518288465509; 0.16528900000000135; 0.0; 0.16528900000000135; 0.0; 79.669421; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.6611570000000029
40647.0; 1226.0; 7.782426999999998; 7.782426999999998; 7.0292889999999915; 0.0; 0.0; 7.782426999999998; 0.0; 7.0292889999999915; 0.0; 0.10822510822510822; 0.0; 7.782426999999998; 0.0; 0.10822510822510822; 7.782426999999998; 0.0; 7.782426999999998; 0.0; 77.531381; 7.782426999999998; 7.0292889999999915; 0.0; 7.782426999999998; 7.0292889999999915; 0.0; 7.782426999999998
826.0; 1226.0; 4.117647000000005; 3.4117650000000026; 2.7058820000000026; 0.0; 0.0; 3.882352999999995; 0.0; 2.7058820000000026; 0.0; 0.2813852813852814; 0.0; 3.4117650000000026; 0.0; 0.27511966304645286; 3.882352999999995; 0.0; 3.4117650000000026; 0.0; 70.0; 3.882352999999995; 2.7058820000000026; 2.0; 3.4117650000000026; 2.7058820000000026; 0.0; 3.882352999999995
718.0; 1226.0; 4.71380400000001; 0.8080810000000014; 0.33670000000000755; 0.0; 0.0; 4.71380400000001; 0.0; 0.33670000000000755; 0.0; 0.14285714285714285; 0.0; 0.8080810000000014; 0.0; 0.13882896003012254; 1.010101000000006; 0.0; 0.8080810000000014; 0.0; 85.252525; 1.010101000000006; 0.33670000000000755; 0.33670000000000755; 0.8080810000000014; 0.33670000000000755; 0.0; 1.010101000000006
870.0; 1226.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.24675324675324675; 0.0; 0.0; 0.0; 0.2516274900545971; 0.0; 0.0; 0.0; 0.0; 87.891156; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
950.0; 1226.0; 0.12121199999999988; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.4805194805194805; 0.0; 0.0; 0.0; 0.3992747047523452; 0.0; 0.0; 0.0; 0.0; 99.272727; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
967.0; 1226.0; 1.3445370000000025; 0.0; 0.0; 0.0; 0.0; 1.3445370000000025; 0.0; 0.0; 0.0; 0.5324675324675324; 0.0; 0.0; 0.0; 0.5347876634233535; 0.16806699999999353; 0.0; 0.0; 0.0; 89.915966; 0.8403359999999935; 0.0; 0.0; 0.0; 0.0; 0.0; 1.3445370000000025
40654.0; 1226.0; 1.0041849999999997; 1.0041849999999997; 0.0; 0.0; 0.0; 1.0041849999999997; 0.0; 0.0; 0.0; 0.3246753246753247; 0.0; 1.0041849999999997; 0.0; 0.32531322615966507; 1.0041849999999997; 0.0; 1.0041849999999997; 0.0; 55.355649; 1.0041849999999997; 1.0041849999999997; 0.0; 1.0041849999999997; 0.08368200000000314; 0.0; 1.0041849999999997
977.0; 1226.0; 0.2968150000000094; 0.26013000000000375; 0.0; 0.0; 0.0; 0.26013000000000375; 0.0; 0.0; 0.0; 0.36796536796536794; 0.0; 0.26013000000000375; 0.0; 0.36956871049581336; 0.26013000000000375; 0.0; 0.26013000000000375; 0.0; 5.886277000000007; 0.26013000000000375; 0.26013000000000375; 0.0; 0.26013000000000375; 0.0; 0.0; 0.26013000000000375
338.0; 1226.0; 12.0; 0.5; 0.0; 0.0; 0.0; 9.5; 0.0; 0.0; 0.0; 0.3852813852813853; 0.0; 0.0; 0.0; 0.4134803747230197; 0.5; 0.0; 0.5; 0.0; 49.5; 0.5; 0.0; 0.0; 0.5; 0.0; 0.0; 0.5
